CERT,ASSET_slope,EQV_slope,RBC1AAJ_slope,NCLNLSR_slope,NPERFV_slope,EEFFR_slope,ROA_slope,LNLSDEPR_slope,EQV_d2y,ROA_d2y,asset_yoy,asset_accel,runway_q,cur_asset,n_quarters,cre_g36,capital_building,credit_turning,growth_accelerating,runway_to_10b,margin_eroding,cre_growth_36m
16417,3613.278,0.5,0.489,1.176,0.838,-0.082,0.003,2.141,1.756,0.251,0.009,-0.021,1798.499,188414.0,20,-0.211,True,True,False,False,False,False
16418,78073.068,0.207,0.161,0.006,0.009,-1.157,-0.123,1.96,-0.186,0.343,0.188,0.135,42.337,1617776.0,20,-0.168,False,False,True,False,False,False
16423,125.714,0.184,0.308,-1.319,-0.681,-16.053,0.349,5.599,,,,,,44049.0,7,,False,False,False,False,False,False
16432,632.457,-3.662,-0.56,-0.001,-0.001,11.685,-0.583,-2.902,,,,,,46241.0,6,,False,False,False,False,True,False
16436,-2308.307,0.115,0.314,-0.107,-0.068,0.917,0.021,2.879,2.599,0.461,-0.011,-0.036,,328336.0,20,0.098,False,False,False,False,False,False
16438,,,,,,,,,,,,,,232527.0,2,,False,False,False,False,False,False
16440,5318.195,0.335,0.618,-0.189,-0.05,-6.054,0.299,2.356,2.742,0.416,0.019,0.003,851.635,172134.0,20,0.234,False,False,False,False,False,False
16442,,,,,,,,,,,,,,495584.0,4,,False,False,False,False,False,False
16448,1582.192,-0.231,-0.254,0.105,0.057,-3.28,-0.17,1.318,-0.407,-0.465,-0.041,-0.114,,99885.0,20,,False,False,False,False,False,False
16453,2938.532,-0.275,0.18,0.091,0.028,-1.998,-0.013,1.03,2.215,0.202,0.012,0.013,1391.699,135832.0,20,0.105,False,False,False,False,False,False
16464,-2751.113,0.177,0.352,0.343,0.134,-0.055,0.045,1.011,0.633,0.121,0.045,0.01,307.431,347579.0,20,0.34,False,True,False,False,False,False
16470,39022.713,0.302,0.232,0.024,0.033,2.399,-0.042,4.731,2.96,0.67,-0.016,0.01,,2794851.0,20,0.108,False,False,False,False,False,False
16471,17270.5,-0.486,-0.419,0.24,0.283,-8.972,0.663,8.777,,,,,,159171.0,15,,False,True,False,False,False,False
16472,946.467,-0.452,-0.514,-0.003,-0.002,-2.031,0.034,-2.973,,,,,,17413.0,9,,False,False,False,False,False,False
16473,2446.162,-0.039,0.088,0.654,0.527,-0.8,0.005,6.467,0.456,0.868,-0.012,-0.092,,156491.0,20,-0.135,False,True,False,False,False,False
16477,-1436.944,0.507,0.481,0.048,0.039,-0.575,0.093,4.069,-0.166,-0.193,-0.011,-0.106,,66262.0,20,0.921,False,False,False,False,False,True
16479,24444.933,-0.41,0.009,0.145,0.107,-1.318,-0.009,3.603,,,,,,263578.0,9,,False,False,False,False,False,False
16501,9019.17,-0.148,0.349,-0.149,-0.001,1.52,-0.046,2.969,1.139,0.425,0.037,-0.038,227.464,1237837.0,20,0.268,False,False,False,False,False,False
16511,,,,,,,,,,,,,,110076.0,2,,False,False,False,False,False,False
16516,254.147,0.509,0.659,0.706,0.263,-0.468,0.027,1.698,-3.32,-1.198,0.274,0.19,98.931,24883.0,20,,False,True,True,False,False,False
16539,13041.546,0.557,0.595,0.05,0.052,-1.432,0.084,7.379,1.457,0.493,0.052,0.019,212.686,658342.0,20,0.604,True,False,False,False,False,True
16546,-24279.501,0.481,0.783,-0.094,0.016,-0.086,0.082,4.803,1.511,-0.282,0.06,0.038,141.305,1259278.0,20,0.574,True,False,False,False,False,True
16547,1788.048,0.202,0.275,0.127,0.107,1.785,-0.095,6.84,1.753,0.33,-0.007,0.058,,151457.0,20,0.058,False,False,False,False,False,False
16553,116483.408,-0.432,-0.501,0.124,0.082,-1.413,0.011,5.0,1.024,0.708,0.044,-0.048,181.942,1436345.0,20,0.899,False,False,False,False,False,True
16561,1376.46,0.263,0.175,0.057,0.054,-2.962,0.081,1.339,1.943,0.233,0.014,-0.017,1684.661,29477.0,20,,False,False,False,False,False,False
16581,9158.734,1.228,1.064,0.024,-0.016,-8.574,0.375,6.96,1.038,-0.694,0.034,0.051,569.609,81623.0,20,0.252,True,False,False,False,False,False
16583,-827.483,0.221,-0.075,1.434,0.828,-2.931,-0.793,4.035,0.158,0.802,-0.137,-0.054,,9373.0,20,1.222,False,True,False,False,False,True
16584,11253.411,0.767,0.71,-0.294,-0.063,0.384,0.077,-2.209,-3.55,-0.052,0.071,-0.24,259.225,115170.0,20,0.609,False,False,False,False,False,True
16585,225.257,3.647,4.063,0.024,-0.387,-6.857,1.483,-3.897,3.073,9.031,0.099,-0.067,245.744,31082.0,20,-0.385,True,False,False,False,False,False
16595,21984.695,-0.126,-0.016,-0.111,-0.108,-0.5,0.076,0.186,1.071,0.211,-0.008,-0.047,,666653.0,20,0.135,False,False,False,False,False,False
16600,1887.591,0.882,0.861,-0.076,-0.002,-2.168,0.099,0.329,2.275,-0.435,0.021,0.054,755.637,185736.0,20,0.104,True,False,False,False,False,False
16601,5289.08,0.175,0.234,-0.009,-0.001,0.937,0.083,3.54,0.203,0.09,0.045,0.022,349.485,219102.0,20,-0.027,False,False,False,False,False,False
16603,6862.749,0.495,0.469,0.048,0.106,4.5,-0.158,-0.156,0.22,-0.017,-0.012,-0.097,,135207.0,20,-0.036,False,False,False,False,True,False
16604,183495.113,0.277,0.107,-0.142,-0.086,-0.527,0.017,0.33,1.885,0.117,0.058,0.032,86.08,2950523.0,20,0.056,False,False,False,False,False,False
16609,8740.138,-3.703,-3.704,0.309,0.315,-25.206,0.246,9.659,-1.375,0.783,0.105,0.0,191.221,83344.0,20,1.516,False,True,False,False,False,True
16612,1672.159,0.61,0.726,-0.193,-0.187,-1.731,0.214,5.597,2.34,0.079,-0.012,-0.078,,279234.0,20,0.263,True,False,False,False,False,False
16620,16986.056,-0.259,0.376,0.096,0.046,-1.223,0.108,0.762,,,,,,415050.0,19,,False,False,False,False,False,False
16629,5774.25,0.239,0.361,-0.308,-0.123,-2.212,0.16,4.985,0.356,0.45,0.12,0.061,114.039,392688.0,20,0.495,False,False,True,False,False,False
16635,87991.982,-1.272,-1.233,0.639,0.544,0.936,0.608,0.581,-4.809,-0.265,0.516,0.001,28.491,517341.0,20,2.508,False,True,False,False,False,True
16636,10601.699,-0.004,0.064,-0.114,-0.054,3.956,-0.096,7.797,-0.399,0.599,-0.001,-0.069,,994023.0,20,1.834,False,False,False,False,False,True
16643,-2791.552,0.879,0.728,0.405,0.149,-2.777,0.183,-1.281,3.142,2.294,0.076,0.2,277.012,60768.0,20,0.278,True,True,False,False,False,False
16652,18980.974,0.529,0.581,0.366,0.338,-2.191,0.017,1.971,0.731,-0.595,-0.033,-0.119,,697697.0,20,0.259,False,True,False,False,False,False
16656,-2974.728,-0.518,0.171,-0.237,-0.116,-0.768,0.131,1.902,0.62,-0.303,-0.008,-0.06,,109808.0,20,1.291,False,False,False,False,False,True
16659,22344.31,0.04,0.288,0.036,0.036,2.016,-0.078,3.318,1.106,0.224,0.041,-0.048,246.242,838356.0,20,0.291,False,False,False,False,False,False
16664,50608.214,-0.412,-0.353,0.002,-0.012,-0.525,0.058,0.739,0.161,1.035,-0.01,-0.087,,1015616.0,20,0.115,False,False,False,False,False,False
16666,7535.411,0.277,0.417,0.031,0.024,2.167,-0.044,3.199,1.659,0.15,0.005,-0.012,1951.261,765484.0,20,0.409,False,False,False,False,False,False
16667,1899.624,-0.191,0.012,-0.078,-0.041,1.466,-0.055,-0.663,2.082,0.41,0.026,-0.013,741.216,82918.0,20,-0.148,False,False,False,False,False,False
16689,24830.908,1.378,1.42,-0.657,-0.406,1.246,0.144,4.836,1.903,0.37,0.091,0.032,130.925,575106.0,20,0.826,True,False,False,False,False,True
16695,14530.397,0.355,0.45,-0.011,-0.006,-2.942,0.221,3.576,2.623,0.602,0.117,0.116,117.18,386025.0,20,0.546,False,False,True,False,False,True
16704,1636.653,0.436,0.489,0.067,0.068,-1.113,0.099,4.652,3.174,0.35,-0.02,0.016,,238435.0,20,0.428,True,False,False,False,False,False
16707,8315.624,0.545,0.622,-0.026,0.005,-4.642,0.244,5.748,2.469,0.38,-0.013,-0.022,,187950.0,20,0.632,True,False,False,False,False,True
16717,,,,,,,,,,,,,,72907.0,3,,False,False,False,False,False,False
16720,12340.725,0.445,0.554,-0.373,-0.176,-2.143,0.333,2.603,3.375,-0.142,-0.055,-0.001,,318721.0,20,0.383,True,False,False,False,False,False
16723,17144.935,0.706,0.572,0.056,0.057,-1.439,0.107,5.445,0.392,0.302,0.089,0.031,116.793,830628.0,20,0.071,False,False,False,False,False,False
16733,11984.971,-0.175,0.067,0.228,0.143,1.247,-0.145,0.06,1.692,1.194,0.036,-0.033,366.405,393730.0,20,0.335,False,True,False,False,False,False
16744,1114.289,-1.258,-1.206,-0.367,-0.335,-1.863,0.17,1.918,-4.79,-0.502,0.142,0.052,181.356,24144.0,20,0.715,False,False,True,False,False,True
16752,5200.235,-0.004,0.075,0.345,0.295,0.852,-0.02,3.343,0.43,0.397,0.075,0.043,235.177,144032.0,20,-0.033,False,True,False,False,False,False
16753,66150.328,0.564,0.569,0.124,0.097,-0.298,0.069,2.11,1.796,0.27,0.091,0.045,96.471,1214543.0,20,0.395,True,False,False,False,False,False
16757,-6162.908,0.634,0.27,-0.002,0.0,-1.591,0.044,7.61,1.486,0.516,0.024,0.015,569.279,353414.0,20,0.577,True,False,False,False,False,True
16778,1864.529,-0.41,-0.359,-0.0,0.0,7.477,-0.19,-0.263,,,,,,44509.0,16,,False,False,False,False,True,False
16780,31930.562,-0.008,0.16,-0.004,-0.023,-2.712,0.175,4.382,2.017,0.024,0.112,0.099,119.467,423605.0,20,1.089,False,False,True,False,False,True
16788,1913.002,0.326,0.477,-0.194,-0.076,-1.314,0.126,3.472,1.045,0.084,0.027,-0.055,733.328,73853.0,20,6.637,False,False,False,False,False,True
16795,25534.406,-0.42,-0.173,-0.065,-0.038,-2.583,0.023,4.649,0.133,-0.485,0.504,0.241,39.448,178502.0,20,9.105,False,False,True,False,False,True
16810,28107.146,-0.235,0.259,-0.024,-0.007,-0.805,-0.039,-1.39,0.35,0.016,0.074,-0.013,127.07,1040772.0,20,-0.383,False,False,False,False,False,False
16817,3123.456,0.09,0.033,-0.607,-0.337,-0.154,0.081,2.527,-6.844,0.127,0.015,0.011,826.828,495119.0,20,0.472,False,False,False,False,False,False
16820,-18432.716,-0.302,0.269,-0.077,-0.03,5.098,-0.12,3.105,0.616,0.068,0.063,0.095,214.443,380395.0,20,0.614,False,False,False,False,True,True
16825,3014.144,1.173,1.121,-0.054,-0.035,-2.826,0.396,3.581,3.074,-0.066,0.413,0.394,33.781,539262.0,20,0.312,True,False,True,False,False,False
16840,3744.226,-0.271,-0.099,0.033,0.026,2.457,-0.104,3.696,1.395,0.335,0.032,0.009,548.17,141035.0,20,0.221,False,False,False,False,False,False
16849,49243.636,-0.735,-0.002,0.084,0.104,2.273,-0.285,1.499,2.053,1.649,0.045,0.07,195.363,1150445.0,20,0.115,False,False,False,False,False,False
16852,15033.943,-0.504,-0.179,-0.09,-0.043,0.708,0.051,1.635,-0.005,0.516,0.077,0.007,181.46,342430.0,20,0.039,False,False,False,False,False,False
16854,34762.722,-0.014,-0.157,-0.022,-0.127,-6.446,0.286,-0.243,2.52,0.514,0.005,-0.42,2683.38,292258.0,20,0.277,False,False,False,False,False,False
16858,-8527.774,1.188,1.173,-0.048,-0.023,-2.992,0.222,8.773,2.585,0.45,0.012,0.015,814.322,889689.0,20,0.453,True,False,False,False,False,False
16859,,,,,,,,,,,,,,150179.0,1,,False,False,False,False,False,False
16863,-10960.304,0.104,0.541,0.356,0.253,0.542,-0.071,5.323,1.309,0.245,-0.035,-0.003,,317367.0,20,-0.241,False,True,False,False,False,False
16866,46365.756,-0.184,0.183,-0.073,0.308,-2.614,0.332,6.061,0.383,-0.861,0.311,0.247,47.297,407215.0,20,0.37,False,True,True,False,False,False
16868,778.827,0.397,0.194,-0.125,-0.047,0.23,-0.039,6.956,2.654,-0.128,0.01,0.063,2301.656,36210.0,20,,False,False,False,False,False,False
16891,23702.698,-0.471,-0.253,0.031,0.019,2.471,-0.125,2.078,0.783,-0.22,0.005,-0.029,2085.855,723631.0,20,-0.025,False,False,False,False,False,False
16895,2752.896,0.879,0.971,-0.078,-0.029,-1.557,0.256,3.177,0.786,-0.637,0.062,-0.009,254.885,221652.0,20,0.563,True,False,False,False,False,True
16897,14688.463,-0.096,0.257,-0.107,-0.029,-0.631,0.095,3.947,1.24,0.044,0.076,0.01,172.545,424128.0,20,0.552,False,False,False,False,False,True
16900,648.457,1.352,0.2,0.12,0.138,-0.129,-0.169,3.685,7.873,0.734,0.073,0.037,252.4,120395.0,20,0.866,True,False,False,False,False,True
16905,715.174,0.316,0.304,-0.067,-0.013,-4.886,0.192,2.537,,,,,,32769.0,14,,False,False,False,False,False,False
16906,-2278.451,0.289,0.727,0.281,0.185,4.81,-0.315,-1.921,1.848,0.336,-0.058,-0.021,,47031.0,20,-0.469,False,True,False,False,True,False
16908,11009.125,1.48,0.566,-0.081,-0.005,1.0,-0.121,10.957,-5.405,1.203,0.411,0.144,51.105,123275.0,20,30.863,False,False,True,False,False,True
16910,23655.302,0.136,0.242,0.608,0.499,-3.698,0.357,2.714,2.376,-0.096,-0.171,-0.452,,271864.0,20,-0.554,False,True,False,False,False,False
16916,952.084,0.764,1.028,-0.133,-0.206,-4.737,0.372,5.754,4.033,0.07,0.103,0.048,193.101,89178.0,20,0.56,True,False,True,False,False,True
16924,,,,,,,,,,,,,,554323.0,2,,False,False,False,False,False,False
16934,-2756.582,-0.804,0.442,-0.037,0.011,-7.485,0.061,2.051,,,,,,57766.0,16,,False,False,False,False,False,False
16941,1497.062,-0.841,-0.052,0.04,0.047,-2.25,0.125,3.897,1.801,0.345,0.093,0.064,213.076,86770.0,20,1.058,False,False,False,False,False,True
16953,3946.698,-0.277,-0.256,-0.948,-0.396,0.749,-0.027,10.035,-0.403,0.313,0.087,-0.118,245.539,61329.0,20,5.02,False,False,False,False,False,True
16958,130651.859,0.161,0.09,-0.123,-0.106,1.057,-0.056,1.357,2.185,0.512,-0.041,-0.045,,2965084.0,20,0.048,False,False,False,False,False,False
16959,4295.657,0.231,0.403,0.145,0.173,-0.178,0.014,-0.75,0.13,-0.074,0.074,0.024,255.517,103243.0,20,-0.01,False,True,False,False,False,False
16968,6441.916,0.333,0.732,-0.024,-0.028,-1.194,0.122,4.951,1.648,0.14,0.019,-0.052,677.739,443842.0,20,0.836,False,False,False,False,False,True
16970,39729.877,0.074,0.147,0.233,0.138,0.479,-0.125,-1.268,0.381,-2.392,0.101,0.072,120.348,557555.0,20,0.129,False,True,True,False,False,False
16971,44170.866,0.11,-0.368,0.064,0.038,0.901,-0.149,-0.459,0.349,0.291,0.002,-0.557,4955.345,485430.0,20,0.733,False,False,False,False,False,True
16976,6640.553,0.135,0.114,-0.054,-0.036,0.707,0.008,1.593,1.556,0.121,0.022,0.037,563.28,472063.0,20,0.469,False,False,False,False,False,False
16980,287847.964,0.348,0.34,-0.041,-0.02,1.425,-0.056,3.848,2.74,0.566,0.039,0.078,29.34,7560233.0,20,0.243,False,False,False,False,False,False
16982,66603.979,0.089,-0.115,-0.064,-0.051,-1.087,0.043,2.809,1.989,0.427,0.055,0.028,157.291,1199826.0,20,0.382,False,False,False,False,False,False
17001,44709.002,-1.766,-1.871,1.285,1.142,-0.296,-0.986,6.171,-9.63,-1.076,0.217,-0.504,75.333,247894.0,20,1.788,False,True,False,False,False,True
17009,12259.678,0.189,0.006,0.016,0.01,-7.874,-0.042,6.726,0.105,-1.259,0.146,0.259,94.539,399068.0,20,0.213,False,False,True,False,False,False
17011,50213.173,0.15,0.148,-0.233,-0.201,1.834,-0.056,0.636,-0.038,-0.845,0.019,-0.143,569.641,716485.0,20,0.448,False,False,False,False,False,False
17040,41798.205,-0.099,0.367,-0.24,-0.118,-1.683,0.171,3.712,2.179,0.102,-0.008,-0.133,,847346.0,20,0.273,False,False,False,False,False,False
17062,-582.95,-0.115,0.443,-0.309,-0.164,2.358,-0.061,-0.208,2.1,-0.096,-0.087,-0.085,,48872.0,20,-0.175,False,False,False,False,False,False
17068,4045.014,0.93,0.761,0.343,0.2,-2.671,0.096,1.705,2.081,-0.107,0.065,0.065,185.226,547339.0,20,-0.164,True,True,False,False,False,False
17073,-528.394,0.598,0.575,0.146,0.049,1.123,-0.011,0.21,-0.102,0.033,-0.011,-0.096,,112692.0,20,0.636,False,False,False,False,False,True
17077,49802.595,0.019,0.057,0.02,-0.0,-1.968,0.023,0.181,-0.035,-0.118,0.034,-0.018,254.944,1165282.0,20,0.006,False,False,False,False,False,False
17089,5435.086,-4.589,0.192,-0.661,-0.535,2.53,-0.107,-3.573,,,,,,407719.0,6,,False,False,False,False,True,False
17093,-16390.267,-0.607,0.314,-0.528,-0.297,-3.144,-0.033,3.775,,,,,,1002082.0,9,,False,False,False,False,False,False
17094,21794.722,0.421,0.495,0.092,0.148,1.419,-0.022,2.741,0.257,0.03,0.111,0.011,123.395,393728.0,20,0.177,False,False,False,False,False,False
17096,9338.499,-0.182,0.481,0.019,0.007,-2.036,0.018,0.006,2.399,0.351,0.126,0.025,139.064,163712.0,20,0.737,False,False,False,False,False,True
17108,19388.511,-0.27,0.219,0.233,0.026,1.295,-0.088,2.701,1.406,0.494,0.03,-0.006,365.246,658347.0,20,0.39,False,True,False,False,False,False
17114,4396.429,-0.179,-0.24,-0.6,-0.414,-9.558,0.416,-5.538,,,,,,42511.0,8,,False,False,False,False,False,False
17115,58145.408,-0.04,-0.033,0.043,0.036,2.486,-0.106,5.045,1.834,0.408,0.008,0.023,1100.403,1072343.0,20,0.05,False,False,False,False,False,False
17120,27046.244,0.05,0.182,-0.045,-0.015,2.102,-0.068,2.31,0.946,0.751,0.006,-0.073,1481.334,932827.0,20,0.049,False,False,False,False,False,False
17122,-395.501,0.651,0.937,0.005,0.146,-3.498,0.009,4.681,1.049,0.026,-0.078,-0.231,,31038.0,20,2.501,True,False,False,False,False,True
17123,13036.403,0.21,0.394,0.004,0.014,2.667,-0.07,2.151,1.269,-0.018,0.036,0.019,295.761,719636.0,20,0.191,False,False,False,False,False,False
17126,14469.091,-0.058,0.169,-0.165,-0.113,0.582,0.017,4.605,,,,,,168830.0,12,,False,False,False,False,False,False
17128,9090.824,0.691,0.637,-0.132,-0.084,0.786,-0.025,3.911,,,,,,260455.0,17,,False,False,False,False,False,False
17138,-1294.956,1.117,1.16,-0.057,-0.032,-3.478,0.315,7.764,0.848,-1.429,-0.013,0.037,,14444.0,20,4.31,True,False,False,False,False,True
17145,2565.044,2.111,2.193,0.101,0.047,-2.719,0.325,6.925,3.156,0.296,0.021,-0.014,528.052,612529.0,20,2.189,True,False,False,False,False,True
17159,405688.608,0.161,0.221,0.028,0.014,0.694,-0.073,4.63,-0.356,0.048,0.061,-0.107,67.207,3725841.0,20,0.582,False,False,False,False,False,True
17160,-852.626,0.081,0.404,-0.337,-0.052,-2.055,-0.028,-1.455,3.136,0.738,0.036,0.097,623.985,38293.0,20,,False,False,False,False,False,False
17162,7423.681,0.153,0.208,0.003,0.007,-1.062,0.03,5.614,2.496,0.38,0.008,0.016,1345.598,749618.0,20,0.65,False,False,False,False,False,True
17169,-277.967,-0.064,0.32,-0.031,-0.064,1.058,0.102,4.219,0.835,0.632,0.038,-0.028,451.897,155295.0,20,0.773,False,False,False,False,False,True
17174,522.695,0.192,0.401,-0.003,-0.004,-0.359,0.045,-2.67,1.718,-0.065,0.094,0.16,246.048,40140.0,20,0.936,False,False,False,False,False,True
17180,82836.935,-0.094,-0.087,-0.005,-0.006,3.647,-0.111,1.353,1.286,0.176,0.02,0.062,361.16,1622674.0,20,0.017,False,False,False,False,True,False
17190,12314.253,1.4,1.386,-0.051,-0.052,-0.66,-0.011,5.207,0.212,0.987,0.132,0.202,126.923,195274.0,20,0.089,False,False,True,False,False,False
17193,8052.051,0.597,0.57,-0.021,-0.005,-4.314,0.093,4.026,1.56,0.437,0.038,0.138,434.97,172298.0,20,-0.056,True,False,False,False,False,False
17205,804.863,0.175,0.443,0.294,0.136,-4.572,0.165,0.294,,,,,,53637.0,19,,False,True,False,False,False,False
17208,7469.864,0.629,0.65,-0.027,-0.018,0.109,0.21,4.719,,,,,,193416.0,14,,False,False,False,False,False,False
17211,88392.205,-0.195,-0.064,0.038,0.035,-3.151,0.117,0.92,1.021,0.783,0.05,-0.003,151.826,1574662.0,20,-0.095,False,False,False,False,False,False
17214,25234.965,-0.145,0.055,0.0,0.0,0.601,-0.037,2.47,0.557,0.223,0.151,0.097,84.789,507541.0,20,0.35,False,False,True,False,False,False
17224,-4660.882,0.641,1.126,-0.503,-0.241,-4.71,0.178,2.098,,,,,,313392.0,16,,False,False,False,False,False,False
17229,82908.523,-0.69,-0.699,-0.268,-0.215,-0.678,-0.025,-2.601,0.113,-0.026,0.264,-0.226,47.091,634613.0,20,1.251,False,False,False,False,False,True
17230,2307.122,0.529,0.516,0.29,0.239,0.803,-0.015,4.076,0.603,0.12,0.034,0.038,316.519,729383.0,20,-0.071,False,True,False,False,False,False
17232,7209.143,0.428,0.342,-0.037,-0.032,-4.422,0.206,-0.813,1.53,0.892,-0.007,-0.115,,143225.0,20,-0.138,True,False,False,False,False,False
17241,1966.523,0.038,0.261,-0.079,-0.042,0.583,0.021,-1.859,1.326,0.06,0.063,0.051,268.135,163598.0,20,-0.09,False,False,False,False,False,False
17244,-6685.564,-0.876,0.202,-0.02,-0.009,0.317,-0.049,12.065,,,,,,275802.0,11,,False,False,False,False,False,False
17259,9955.11,-0.148,-0.115,0.159,0.111,2.698,-0.099,5.76,-0.246,0.426,-0.019,-0.109,,189417.0,20,0.638,False,True,False,False,False,True
17262,-8403.453,1.096,1.055,0.075,0.074,-0.879,0.093,4.705,1.715,0.147,0.026,0.013,450.848,525663.0,20,0.339,True,False,False,False,False,False
17280,24485.29,-1.357,-0.175,0.154,-0.096,-0.723,-0.006,1.737,2.426,0.029,-0.049,-0.118,,412987.0,20,1.108,False,True,False,False,False,True
17282,13466.962,0.333,0.354,-0.412,-0.234,-1.142,0.087,6.336,2.184,0.941,-0.02,-0.028,,836548.0,20,0.182,False,False,False,False,False,False
17302,,,,,,,,,,,,,,196848.0,1,,False,False,False,False,False,False
17308,30625.152,0.134,0.235,0.038,0.028,-1.057,-0.015,0.408,0.632,0.398,0.013,0.014,88.975,7489639.0,20,0.274,False,False,False,False,False,False
17317,19467.251,-0.005,-0.001,0.583,0.575,-3.171,0.1,2.113,-0.022,0.086,0.106,0.006,134.162,342747.0,20,0.004,False,True,False,False,False,False
17320,10633.522,0.524,0.285,0.209,0.147,0.457,0.095,3.338,-0.543,0.068,0.033,-0.036,347.874,611497.0,20,0.063,False,True,False,False,False,False
17323,162340.577,0.476,0.707,0.1,0.079,-0.983,0.051,3.565,1.115,0.232,0.071,0.01,46.549,4512330.0,20,0.449,True,False,False,False,False,False
17327,-4363.495,0.03,0.32,-0.627,-0.272,0.286,0.021,2.806,1.856,0.43,0.002,-0.001,7052.791,284652.0,20,-0.432,False,False,False,False,False,False
17347,,,,,,,,,,,,,,71111.0,2,,False,False,False,False,False,False
17348,71642.704,-0.168,0.089,0.14,0.088,1.745,-0.029,5.577,0.387,0.356,0.006,-0.114,1983.085,607348.0,20,0.25,False,False,False,False,False,False
17350,-405.901,0.103,0.028,0.325,0.066,4.453,-0.112,-1.729,1.096,-1.869,-0.064,-0.064,,73050.0,20,-0.319,False,True,False,False,True,False
17369,9840.767,0.22,0.125,0.004,0.009,-1.42,0.048,3.557,1.061,-0.093,0.068,-0.006,235.221,213374.0,20,0.024,False,False,False,False,False,False
17374,56012.598,-0.067,-0.052,0.033,0.004,1.292,-0.168,0.858,-0.351,0.118,0.18,0.054,69.368,566810.0,20,0.469,False,False,True,False,False,False
17375,745.645,-0.459,0.31,0.386,0.135,0.594,-0.008,-1.242,1.965,0.228,0.015,0.0,1482.927,46773.0,20,2.525,False,True,False,False,False,True
17388,26597.188,-0.801,-0.774,-0.269,-0.165,-0.893,0.08,1.038,0.219,-0.074,0.105,0.127,121.105,489840.0,20,-0.185,False,False,True,False,False,False
17393,581714.307,0.676,0.462,-0.024,-0.001,-2.012,-0.021,4.327,3.143,0.31,-0.005,-0.382,,8371107.0,20,0.607,True,False,False,False,False,True
17399,2195.131,-0.434,0.195,0.208,0.144,-1.744,0.08,3.415,1.118,0.385,0.055,0.058,302.255,171028.0,20,0.566,False,True,False,False,False,True
17403,1585.296,-0.544,-0.35,-0.335,-0.163,-3.214,0.128,10.164,,,,,,47756.0,18,,False,False,False,False,False,False
17410,6228.211,0.44,0.353,-0.042,-0.012,-1.272,0.07,3.352,2.409,0.22,0.258,0.254,75.399,132193.0,20,0.915,True,False,True,False,False,True
17411,36137.946,0.24,0.095,-0.048,-0.017,0.005,0.014,7.825,1.592,0.806,0.004,-0.017,2806.835,557172.0,20,0.577,False,False,False,False,False,True
17431,80611.687,-0.637,-0.56,0.132,0.164,2.17,-0.174,1.901,0.371,0.966,0.05,-0.04,196.425,895006.0,20,0.376,False,True,False,False,False,False
17437,361983.146,-0.231,-0.184,0.131,0.126,0.739,-0.041,3.37,0.653,0.643,0.059,-0.045,50.576,4867664.0,20,0.304,False,False,False,False,False,False
17438,854753.32,-0.307,-0.364,0.077,0.058,-0.2,-0.194,4.267,-0.522,-0.111,0.06,-0.04,26.887,6762755.0,20,1.624,False,False,False,False,False,True
17441,-172.454,0.739,0.722,-0.206,-0.089,-4.338,0.214,9.428,2.519,1.128,-0.046,-0.043,,17053.0,20,-0.734,True,False,False,False,False,False
17443,6657.609,-0.504,-0.236,-0.056,-0.03,8.271,-0.174,1.507,-0.454,0.864,0.049,-0.008,270.718,381255.0,20,-0.379,False,False,False,False,True,False
17444,76.114,-9.337,-0.491,0.0,0.0,-2.383,0.258,-5.517,,,,,,9238.0,6,,False,False,False,False,False,False
17445,-5106.1,-0.68,0.431,-0.127,-0.044,-3.004,0.08,-1.081,,,,,,529173.0,16,,False,False,False,False,False,False
17446,97160.15,0.946,0.362,-0.125,-0.031,-8.853,0.321,5.986,-3.004,0.781,1.339,0.699,12.007,780328.0,20,15.747,False,False,True,False,False,True
17450,204.075,0.328,0.35,0.101,0.076,-1.255,0.042,6.071,0.491,-0.294,0.027,0.038,829.79,42492.0,20,-0.175,False,False,False,False,False,False
17451,9575.51,0.284,0.123,0.079,0.057,-4.052,0.18,2.951,0.239,0.665,0.084,-0.068,191.51,211043.0,20,0.15,False,False,False,False,False,False
17453,29645.507,-0.09,0.119,0.021,0.019,0.519,-0.021,4.184,2.044,0.79,0.031,-0.065,363.91,630236.0,20,0.25,False,False,False,False,False,False
17470,27835.546,-0.04,-0.137,0.042,0.049,5.869,-0.032,-1.235,-0.902,0.266,0.097,0.095,66.242,2161369.0,20,-0.034,False,False,False,False,False,False
17477,33595.308,0.074,0.042,-0.001,-0.146,0.515,0.007,3.937,1.649,0.543,0.042,0.045,234.205,905364.0,20,-0.001,False,False,False,False,False,False
17478,89160.211,0.429,0.394,1.148,1.076,4.884,-0.216,-1.361,-1.469,-1.328,0.148,0.133,63.479,1114807.0,20,0.043,False,True,True,False,True,False
17509,-30448.499,0.445,0.58,-0.003,0.002,4.363,-0.109,3.217,0.436,-2.862,-0.004,0.037,,1188143.0,20,0.046,False,False,False,False,True,False
17513,45038.43,-0.14,-0.384,0.098,0.074,-0.795,0.056,1.85,1.031,0.244,0.101,0.105,136.991,369338.0,20,1.037,False,False,True,False,False,True
17514,184918.707,-0.33,0.222,-0.001,-0.0,3.815,-0.244,1.676,0.527,0.866,0.028,-0.001,162.196,3260267.0,20,0.809,False,False,False,False,True,True
