SRC_STATE,COMPANY,ADDRESS,CITY,STALP,ZIP
FL,VEEM PAYMENTS INC.,1160 BATTERY ST. EAST,SAN FRANCISCO,CA,94111
FL,"VERITAS AEQUITAS MONEY SERVICES, INC.",2655 LE JEUNE ROAD,CORAL GABLES,FL,33134
FL,VIAMERICAS CORPORATION,2100 PONCE DE LEON BOULEVARD,CORAL GABLES,FL,33134
FL,VIAUD INC,2124 AIRPORT RD S,NAPLES,FL,34112
FL,VIGIA ENTERPRISES INC,606 FOREST HILL BLVD,WEST PALM BEACH,FL,33405-4565
FL,VIRTU FINANCIAL SINGAPORE PTE. LTD.,"C/O VIRTU FINANCIAL, INC.",NEW YORK,NY,10019
FL,VISA GLOBAL SERVICES INC.,900 METRO CENTER BLVD.,FOSTER CITY,CA,94404
FL,VIVE LLC,2085 W HIGHLAND ST,LAKELAND,FL,34641-3605
FL,VIX ENTERPRIZE INCORPORATED,8612 W STATE RD 84,DAVIE,FL,33324
FL,VOLTCASH INC,1390 BRICKELL AVENUE,MIAMI,FL,33131
FL,WAHNETA DISCOUNT FOODS INC,3301 RIFLE RANGE RD,WINTER HAVEN,FL,33880
FL,"WAUCHULA SUPERMARKET, INC.",1915 US HWY 17 N,WAUCHULA,FL,33873
FL,WE DONT FIT N LLC,181 RARDIN AVE,PAHOKEE,FL,33476
FL,WEBULL PAY LLC,200 CARILLON PKWY SUITE 150,SAINT PETERSBURG,FL,33716
FL,"WESTERN UNION FINANCIAL SERVICES, INC.",7001 E. BELLEVIEW AVE.,DENVER,CO,80237
FL,"WESTERN UNION INTERNATIONAL SERVICES, LLC",7001 E BELLEVIEW AVE.,DENVER,CO,80237
FL,WESTGATE MARKET INC,5205 LAKE WORTH RD,GREENACRES,FL,33463
FL,"WISDOMTREE DIGITAL MOVEMENT, INC.",250 W 34TH STREET,NEW YORK,NY,10119
FL,WISE US INC.,30 W 26TH ST.,NEW YORK,NY,10010
FL,"WOODEN HOUSES, INC",9560 SW 137TH AVE,MIAMI,FL,33186
FL,WORLD BNOTES EXCHANGE INC,2100 NW 42ND AVENUE,MIAMI,FL,33122
FL,WORLDREMIT CORP.,100 HANO ST.,ALLSTON,MA,02134
FL,X PAYMENTS LLC,1450 PAGE MILL RD.,PALO ALTO,CA,94304
FL,"XCHANGE OF AMERICA, INC.",819 SOUTH FEDERAL HWY,STUART,FL,34994
FL,XTRANSFER INC,14 WALL STREET,NEW YORK,NY,10005
FL,Y.N.P. INC,10400 SW 186TH TERRACE,CUTLER BAY,FL,33157
FL,"YAPSTONE, INC.",700 LARKSPUR LANDING CIR,LARKSPUR,CA,94939
FL,"YARDI PAYMENTS, LLC",430 SOUTH FAIRVIEW AVENUE,SANTA BARBARA,CA,93117
FL,"YASMEEN GROUP, INC",2000 NORTH DIXIE HWY # 8,LAKE WORTH,FL,33460
FL,"YAZEN MINI MARTS, INC",6100 WASHINGTON ST,HOLLYWOOD,FL,33023
FL,YOGI'S FOOD AND DISCOUNT BEVERAGE INC,6850 N ATLANTIC AVE,CAPE CANAVERAL,FL,32920
FL,YOGIBAPA LLC,615 W DAUGHTERY RD,LAKELAND,FL,33809
FL,"YUANSFER, INC",40 WALL STREET,NEW YORK,NY,10005
FL,ZAIN R CORPORATION,1070 W SAMPLE RD,POMPANO BEACH,FL,33064
FL,"ZAP SOLUTIONS, INC.",200 NORTH LASALLE ST,CHICAGO,IL,60601
FL,ZEROHASH LLC,609 W. RANDOLPH ST.,CHICAGO,IL,60661
FL,ZPAYS INC,2700 GLADES CIR,WESTON,FL,33327
MS,"ACI Payments, Inc. 6060",Coventry Drive,Elkhorn NE,,68022
MS,"Affirm Payments, LLC 650",California Street 12th Floor,San Francisco CA,,94108
MS,AFRICA REMITTANCE COMPANY LLC 2828,JOHN F KENNEDY BOULEVARD SUITE 203,JERSEY CITY NJ,,07306
MS,"Airbnb Payments, Inc. 888",Brannan Street 4th Floor,San Francisco CA,,94103
MS,"Airwallex US, LLC 188","Spear Street, 9th Floor",San Francisco CA,,94105
MS,"AllPaid, Inc. 7820","Innovation Blvd, Ste 250",Indianapolis IN,,46278
MS,Alpaca Crypto LLC 3,East Third Avenue Suite 214,San Mateo CA,,94401
MS,"Amazon Payments, Inc. 410",Terry Ave N,Seattle WA,,98109
MS,American Express Prepaid Card Management Corporation 18850,North 56th Street,Phoenix AZ,,85054
MS,"American Express Travel Related Services Company, Inc. 200",Vesey Street,New York NY,,10285
MS,"ANH MINH MONEY TRANSFER,INC. 9211","BOLSA AVE., #104",WESTMINSTER CA,,92683
MS,Apple Payments Inc. 6900,W. Parmer Lane Office No. AC1-2225,Austin TX,,78729
MS,Asure Operations LLC 405,Colorado Street Suite 1800,Austin TX,,78701
MS,"AUS Merchant Services, Inc. 525",Almanor Avenue,Sunnyvale CA,,94085-3542
MS,"AvidXchange, Inc. 1210",AvidXchange Lane,Charlotte NC,,28206
MS,"Bakkt Crypto Solutions, LLC 10000",Avalon Boulevard Suite 1000,Alpharetta GA,,30009
MS,BAM Trading Services Inc. 252,"NW 29th Street 9th Floor, Suite 905",Miami FL,,33127
MS,"BARRI MONEY SERVICES, LLC 10777",Westheimer Rd. Suite 1040,Houston TX,,77042
MS,Bastion Platforms US LLC 1999,"S. Bascom Avenue Suite 700, Office 727",Campbell CA,,95008
MS,Beeso Corp. 2626,E. 82nd St. Suite 101,Bloomington MN,,55425
MS,"Betrlink, LLC 222",Broadway Fl 19,New York NY,,10038
MS,"Bill.com, LLC 6220",America Center Drive Suite 100,San Jose CA,,95002
MS,"BillGO MT, Inc. 3003",E. Harmony Rd. 5th Floor,Fort Collins CO,,80528
MS,"bitFlyer USA, Inc. 548","Market St, #25696",San Francisco CA,,94104
MS,"BitPay, Inc. 1201",W Peachtree St NW Ste 2625,Atlanta GA,,30309-3499
MS,"BitRail, LLC 1240",Tangelo Terrace STE B11,Delray Beach FL,,33444
MS,"Bitstamp USA, Inc. 27",Union Square West Suite 205,New York NY,,10003
MS,Bivo Inc. 14551,La Rinconada Drive,Los Gatos CA,,95032
MS,"Blackhawk Network California, Inc. 6220",Stoneridge Mall Road,Pleasanton CA,,94588
MS,"Block, Inc. 1955",Broadway Suite 600,Oakland CA,,94612
MS,"Blockchain.com, Inc. 230",NW 24th St Suite 701,Miami FL,,33127
MS,BNXA USA MTL Inc. 1,"East Liberty Street, Office 16, Suite 600",Reno NV,,89501
MS,Booking Holdings Financial Services USA LLC 3010,LBJ Freeway Suite 1512,Dallas TX,,75234
MS,Brale Inc. 1301,"Locust St., Suite C",Des Moines IA,,50309
MS,CAMBRIDGE MERCANTILE CORP. (U.S.A.) 1350,Broadway Suite 810,New York NY,,10018
MS,CFX Labs Inc. 2045,"W Grand Ave, Ste B, PMB 71816",Chicago IL,,60612
MS,Check Payments LLC 36,East 20th Street Suite 500,New York NY,,10003
MS,CHECKBOOK PAYMENT HOLDINGS INC. 1850,Gateway Dr. Ste 125,SAN MATEO CA,,94404
MS,CheckFreePay Corporation 2900,Westside Parkway,Alpharetta GA,,30004
MS,"Checkout US, INC. 40",10th Avenue 4th Floor,New York NY,,10014
MS,"Chime Payments, Inc. 101","California Street, Suite 500",San Francisco CA,,94111
MS,"Circle Internet Financial, LLC 99",High Street Suite 1701,Boston MA,,02110
MS,Citcon USA LLC 3975,Freedom Circle Suite 870,Santa Clara CA,,95054
MS,"Coinbase, Inc. 55","Hudson Yards 550 West 34th Street, 4th Floor",New York NY,,10001
MS,Coinme Inc. 3120,139th Ave. SE Suite 05-119,Bellevue WA,,98005
MS,"Comdata TN, Inc. 5301",Maryland Way,Brentwood TN,,37027
MS,"Convera USA, LLC 7979",E. Tufts Ave Suite 200,Denver CO,,80237
MS,Cooper Blazer Inc. 2160,N Central Road Suite 203D,Fort Lee NJ,,07024
MS,Creative Solutions Software Corp. 880,Technology Dr Suite D,Ann Arbor MI,,48108
MS,"CSG Forte Payments, Inc. 2121","Providence Dr., Suite 151,",Fort Worth TX,,76106
MS,"CTC Commissary, LLC 1670",St. Lucy Street,Bossier City LA,,71111
MS,"Dandelion Payments, Inc. 7000","Village Drive, Suite 200",Buena Park CA,,90621
MS,DPAYMENTS LLC 433,Central Avenue Suite 400,St. Petersburg FL,,33701
MS,DVTR Inc. 6,Carr. 696 Suite 4a,Dorado PR,,00646
MS,eBay Commerce Inc. 2065,Hamilton Avenue,San Jose CA,,95125
MS,"Eco Payments, Inc. 240",Elm Street 2nd Floor,Somerville MA,,02144
MS,"EntrataPay, LLC 4205",N Chapel Ridge Rd,Lehi UT,,84043
MS,"Ethos Payment Solutions, Inc. 370",W Las Colinas Blvd Ste 108,Irving TX,,75039
MS,eToro USA LLC 221,River St. 9th Floor,Hoboken NJ,,07030
MS,"EVERI MTL, LLC 7250",S. Tenaya Way Suite 100,Las Vegas NV,,89113
MS,Expensify Payments LLC 401,SW 5th Ave,Portland OR,,97204
MS,"FalconX Delta, Inc. 1850",Gateway Drive 6th Floor,San Mateo CA,,94404
MS,Figure Payments Corporation 650,California St Suite 2700,San Francisco CA,,94108
MS,"Finxera, Inc. 2001",Westside Parkway Suite 155,Alpharetta GA,,30004
MS,Fireblocks LLC 225,Franklin St. Suite 1705,Boston MA,,02110
MS,Flexa Inc. 154,"W. 14th Street, 3rd floor",New York NY,,10011
MS,"Flutterwave Payments, LLC 9100","S. Dadeland Blvd. Suite 1500, Office No. 1517",Miami FL,,33156
MS,Flywire Global Corp. 141,"Tremont St, 10th floor",Boston MA,,02111
MS,"Foris DAX, Inc. 110",N College Ave Suite 500,Tyler TX,,75702
MS,Fortress Trust LLC 10845,Griffith Peak Dr. Suite 200A,Las Vegas NV,,89135
MS,GalaxyOne Prime LLC 101,Hudson Street Suite 2166,Jersey City NJ,,07302
MS,"Gate US, Inc. 33",S Wood Ave Suite 600,Iselin NJ,,08830
MS,"Gemini Trust Company, LLC 315",Park Avenue South 18th Floor,New York NY,,10010
MS,Girosol Corp. 16666,NE 19 Avenue Suite 102,North Miami Beach FL,,33162
MS,"Golden Money Transfer, Inc. 45",Prospect Street Suite 201,Cambridge MA,,02139
MS,Google Payment Corp. 1600,Amphitheatre Parkway,Mountain View CA,,94043
MS,Green Dot Corporation 114,W 7th Street Suite 240,Austin TX,,78701
MS,"GSC Enterprises, Inc. 1301",Main Street,Sulphur Springs TX,,75482
MS,GUAVAPAY USA LLC 175,Olde Half Day Road Suite 140-17,Lincolnshire IL,,60069
MS,"Gusto, Inc. 525",20th Street,San Francisco CA,,94107
MS,"HONG LAN SERVICES, INC. 9113",BOLSA AVE #122,WESTMINSTER CA,,92683
MS,"Hopper Money (USA), Inc. 265",Franklin Street Suite 1702,Boston MA,,02110
MS,"IDT Payment Services, Inc. 520",Broad Street,Newark NJ,,07102
MS,"Incomm Financial Services, Inc. 2525",Williams Road,Columbus GA,,31909
MS,"Inmar Services, LLC One",West Fourth Street Suite 500,Winston-Salem NC,,27101
MS,"Inter & Co Payments, Inc. 501",Brickell Key Drive Suite # 202,Miami FL,,33131
MS,"Intercambio Express, Inc. 426",N. Main St.,Elkhart IN,,46516
MS,"Intermex Wire Transfer, LLC 9100",S. Dadeland Blvd Suite 1100,Miami FL,,33156
MS,"Internet Escrow Services, Inc. Suite",650 180 Montgomery Street,San Francisco CA,,94104
MS,Intuit Payments Inc. 2700,Coast Avenue,Mountain View CA,,94043
MS,"INX Digital, Inc. 9711",Washingtonian Blvd. Ste 550,Gaithersburg MD,,20878
MS,"JHA Money Center, Inc. 663",W. Highway 60,Monett MO,,65708
MS,JPay LLC 3450,"Lakeside Drive, Suite 100",Miramar FL,,33027
MS,"Keefe Commissary Network, L.L.C. 10880",Lin Page Place,Saint Louis MO,,63132
MS,Klarna Inc. 800,"N High Street Suite 04-121, 4th Floor",Columbus OH,,43215
MS,Kwik Dollar LLC 5851,San Felipe St. Suite 400,Houston TX,,77057
MS,Layer2 Financial Inc. 201,"S Biscayne Blvd, Suite 2800",Miami FL,,33131
MS,"LL Pay U.S., LLC 666","Third Avenue 6th Floor, Suite 615",New York NY,,10017
MS,Mastercard Transaction Services (US) LLC 150,Fifth Avenue,New York NY,,10011
MS,Maxitransfers LLC 222,W Las Colinas Blvd Suite 2000 N Tower,Irving TX,,75039
MS,"MEMO Financial Services America, Inc. 1029",Mumma Road,Wormleysburg PA,,17043
MS,"Mercari, Inc. 3101",Park Blvd. Suite 01-103,Palo Alto CA,,94306
MS,Meta Payments Inc. 1601,Willow Road,Menlo Park CA,,94025
MS,"Mezu (NA), Inc. 1040",South Gaylord St,Denver CO,,80209
MS,Monex Inc. 1101,K Street NW STE 600,Washington DC,,20005
MS,Moneycorp US Inc. 1,Park Row Suite 403,Providence RI,,02903
MS,Moneydart Global Services Inc. 33,Wood Avenue South Suite 668,Iselin NJ,,08830
MS,"MoneyGram Payment Systems, Inc. 1550",Utica Avenue South Suite 100,Minneapolis MN,,55416
MS,MOOMOO CRYPTO INC. 185,"Hudson Street, Suite 2601",Jersey City NJ,,07311
MS,Moon Inc. 864,Spring St NW,Atlanta GA,,30308
MS,MoonPay USA LLC 1111,"Brickell Avenue, 10th Floor",Miami FL,,33131
MS,MSB USA Inc 500,North Central Expressway Suite 500,Plano TX,,75074
MS,MTFX USA Inc. 2500,"Plaza 5, 25th Floor",Jersey City NJ,,07311
MS,"NIC Services, LLC 7701",College Boulevard,Overland Park KS,,66210
MS,"North American Money Order Company, Inc. 3570",Trotter Drive,Alpharetta GA,,30004
MS,Nuvei US LLC 1375,N Scottsdale Rd Suite 400,Scottsdale AZ,,85257
MS,NYDIG Execution LLC One,Vanderbilt Avenue 65th Floor,New York NY,,10017
MS,NYDIG Trust Company LLC One,Vanderbilt Avenue 65th Floor,New York NY,,10017
MS,"Omnex Group, Inc. 580",Sylvan Ave. Suite M-J,Englewood Cliffs NJ,,07632
MS,"Ouro Global, Inc. 10900-A","Stonelake Blvd., Suite 200",Austin TX,,78759
MS,"OwlTing USA, Inc. 4250","North Fairfax Drive, Suite 600",Arlington VA,,22203
MS,"Pangea USA, LLC 175",W. Jackson Blvd Suite 600,Chicago IL,,60604
MS,"PayNearMe MT, Inc. 5201",Great America Parkway Suite 320,Santa Clara CA,,95054
MS,Payoneer Inc. 195,Broadway 27th Floor,New York NY,,10007
MS,"PayPal, Inc. 2211",N. First Street,San Jose CA,,95131
MS,Paysend US LLC 801,Brickell Ave. 8th Floor,Miami FL,,33131
MS,"Payward Financial, Inc. 106",E. Lincolnway Fourth Floor,Cheyenne WY,,82001
MS,"Payward Interactive, Inc. 106","E. Lincolnway, 4th Floor",Cheyenne WY,,82001
MS,"Payward Ventures, Inc. 100",Pine St Suite 1250 A188,San Francisco CA,,94111
MS,PINGPONG GLOBAL SOLUTIONS INC 1510,Fashion Island Blvd. Suite 250,San Mateo CA,,94404
MS,Pionex Inc. 500,College Road East Suite 120,Princeton NJ,,08540
MS,"Ponto Software, Inc. 155",Montgomery St. Ste 700,San Francisco CA,,94104
MS,Premier Services LLC 2552,HWY 468 Suite A,Pearl MS,,39208
MS,"Provenance Technologies, Inc. 650",California Street Suite 07-126,San Francisco CA,,94108
MS,Puzzl Group Inc. 548,Market Street PMB 78725,San Francisco CA,,94104-5401
MS,"RAM Payment, LLC 412","N Cedar Bluff, Suite 400",Knoxville TN,,37923
MS,Ramp Payments Corporation 28,West 23rd Street Floor 2,New York NY,,10010
MS,RealNet Payments LLC 4900,W Brown Deer Road,Milwaukee WI,,53223
MS,RealPage Payments Services LLC 2201,Lakeside Boulevard,Richardson TX,,75082
MS,"Regent Customer Care, LLC 182",Bastille Lane,Ruston LA,,71270
MS,"Remitly, Inc. 1111",3rd Ave. 21st Floor,Seattle WA,,98101
MS,Ripple Markets DE LLC 315,Montgomery St 2nd Floor,San Francisco CA,,94104
MS,"Rippling Payments, Inc. 430",California Street Floor 11,San Francisco CA,,94104
MS,River Financial Inc. 80,E Rich St. Suite 600,Columbus OH,,43215
MS,"Robinhood Money, LLC 85",Willow Rd,Menlo Park CA,,94025
MS,"Rouse's Enterprises, L.L.C. 179",Rouses Drive,Schriever LA,,70395
MS,"S & W Payroll Services, L.L.C. 1155",Hwy 190 E Service Road Suite 2,Covington LA,,70433
MS,"Servicio UniTeller, Inc. 218",Route 17 North 4th Floor,Rochelle Park NJ,,07662
MS,Sigue Corporation P.O.,Box 750,San Fernando CA,,91340
MS,"Skrill USA, Inc. Town","Center Two, 5335 Gate Parkway 4th Floor",Jacksonville FL,,32256
MS,"Spectrum Global Payment Solutions, Inc. 16825","Northchase Drive, Suite 1525",Houston TX,,77060
MS,"Standard Custody & Trust Company, LLC 111",West 19th Street,New York NY,,10011
MS,Stardust Cards LLC 745,Distel Drive Suite 101,Los Altos CA,,94022
MS,Stripe Payments Company 354,Oyster Point Boulevard,South San Francisco CA,,94080
MS,"Tango Card, Inc. 4700",42nd Ave SW Suite 430a,Seattle WA,,98116
MS,TapTap Send Payments Co. 27,E 28th St Suite 15052,New York NY,,10016
MS,"Tech Friends, Inc. 2225",E. Highland Dr.,Jonesboro AR,,72401
MS,The Currency Cloud Inc. 277,"Park Avenue 50th Floor, Attn: Currencycloud Compliance",New York NY,,10172
MS,"TIAGN I, Inc. 864",Spring St NW,Atlanta GA,,30308
MS,Tilia LLC 945,Battery Street,San Francisco CA,,94111
MS,"Tipalti, Inc. 1051",E. Hillsdale Suite 600,Foster City CA,,94404
MS,Toast Processing Services LLC 515,"N. State Street, Floor 6",Chicago IL,,60654-4825
MS,"TouchPay Holdings, LLC 10005","Technology Boulevard West, Suite 130",Dallas TX,,75220
MS,"Transfermate, Inc. 5555",Glenridge Connector Suite 200,Atlanta GA,,30342
MS,"Trustly, Inc. 555","El Camino Real, Suite 200",San Carlos CA,,94070
MS,"U.S. Payments, LLC 7130",S. Lewis 10th Floor,Tulsa OK,,74136
MS,"Unchained Trading, LLC 601",Congress Ave Suite 200,Austin TX,,78701
MS,Uphold HQ Inc. 80,East Sir Francis Drake Boulevard Suite 3E,Larkspur CA,,94939
MS,Upwork Payments Inc. 475,Brannan Street Suite 430,San Francisco CA,,94107
MS,USForex Inc. 49,"Stevenson St., 13th Floor",San Francisco CA,,94105
MS,Valuable Capital Crypto LLC 100,"Spectrum Center Drive, Suite 750",Irvine CA,,92618
MS,"VCB MONEY, INC. 12112","Brookhurst Street, suite 11",Garden Grove CA,,92840
MS,Veem Payments Inc. 1160,Battery St. East Suite 100,San Francisco CA,,94111
MS,Viamericas Corporation 2100,Ponce De Leon Boulevard PH-2,Coral Gables FL,,33134
MS,Visa Global Services Inc. 900,Metro Center Blvd. Mailstop 1Z,Foster City CA,,94404
MS,"VoltCash, Inc. 1390",Brickell Avenue Suite 335,Miami FL,,33131
MS,Wave Financial USA Inc. 1550,Wewatta Street Suite 200,Denver CO,,80202
MS,Webull Pay LLC 200,Carillon Pkwy Suite 500,St. Petersburg FL,,33716
MS,"Western Union Financial Services, Inc. 7001",E BELLEVIEW AVE Mailstop: DTC 3,DENVER CO,,80237
MS,"Western Union International Services, LLC 7001",E Belleview Avenue Mailstop: DTC 3,Denver CO,,80237
MS,WEX Payments Inc. 1,Hancock Street,Portland ME,,04101
MS,"WisdomTree Digital Movement, Inc. 250",W 34th Street 3rd Floor,New York NY,,10119
MS,Wise US Inc. 30,"West 26th Street, 6th floor",New York NY,,10010
MS,WorldRemit Corp. 100,Hano St Ste. 9,Boston MA,,02134
MS,Wotransfer Fintech Inc 3001,Bishop Drive Suite 300,San Ramon CA,,94583
MS,X Payments LLC 1355,"Market Street, Suite 900",San Francisco CA,,94103
MS,"YapStone, Inc. 1902",Wright Place Suite 231,Carlsbad CA,,92008
MS,"Yardi Payments, LLC 430",South Fairview Ave.,Santa Barbara CA,,93117
MS,"Zap Solutions, Inc. 200",North LaSalle Street Suite 2360,Chicago IL,,60601
MS,"ZEBEDEE, LLC 50",Harrison St Ste 472,Hoboken NJ,,07030
MS,Zero Hash LLC 327,N Aberdeen St,Chicago IL,,60607-1202
AK,DBA / Trade Name,Business/Physical Address 575 5th Avenue Floor 14 Suite 14-107,,,
AK,"ACI Payments, Inc.","Elkhorn, NE 68022-6482 650 California Street 12th Floor",,,
AK,Management Corporation,200 Vesey Street,,,
AK,"Services Company, Inc.",6900 W Parmer Ln Office # AC1-2225,,,
AK,"AvidXchange, Inc","Charlotte, NC 28206-3560 Convene One Liberty Plaza - 1 Liberty St.",,,
AK,"Banana Pay, LLC","Minneapolis, MN 55404 10777 Westheimer Rd Suite 1040",,,
AK,"bitFlyer USA, Inc","San Francisco, CA 94104 101 S. Reid St Suite # 307 PMB #9793",,,
AK,"BitPay, Inc.","400 Alpharetta, GA 30022 1240 Tangelo Terrace STE B11",,,
AK,"Bitstamp USA, Inc.","Menlo Park, CA 94025 2947B Whipple Road Suite #125",,,
AK,"Blackhawk Network California, Inc. Five Back","Pleasanton, CA 94588 6220 Stoneridge Mall Road",,,
AK,USA LLC,"1301 Locust St., Suite C",,,
AK,CEX.IO Corp.,"Miami, FL 33131 36 East 20th Street Suite 500",,,
AK,CheckFreePay Corporation,"Alpharetta, GA 30004 BUSINESSES LISTING Business/Physical Address 40 10th Avenue 4th Floor",,,
AK,"Checkout US, INC.","New York, NY 10014 101 California Street, Suite 500",,,
AK,Currency Com US LLC Currency.com,"Jersey City, NJ 07302 7000 Village Dr Suite 200",,,
AK,"Dandelion Payments, Inc.","Buena Park, CA 90621-2232 7000 Village Dr Suite 200",,,
AK,"Ethos Payment Solutions, Inc. Ethos Pay","Irving, TX 75039 370 W Las Colinas Blvd Ste 108",,,
AK,"Flutterwave Payments, LLC","Miami, FL 33156 141 Tremont St, 10th floor",,,
AK,"Foris DAX, Inc.","Tyler, TX 75702 101 Hudson Street Suite 2166",,,
AK,GUAVAPAY USA LLC GUAVAPAY,"Lincolnshire, IL 60069 525 20th Street",,,
AK,"Intercambio Express, Inc.","Elkhart, IN 46516 9100 S. Dadeland Blvd Suite 1100",,,
AK,"Intermex Wire Transfer, LLC","Miami, FL 33156-2934 9100 S. Dadeland Blvd Suite 1100",,,
AK,"INX Digital, Inc. INX Crypto","Gaithersburg, MD 20878 9711 Washingtonian Blvd. Ste 550",,,
AK,Latitude Payments Inc.,"Spring, TX 77389 201 S Biscayne Blvd, Suite 2800",,,
AK,"Lightspark Payments, LLC","Los Angeles, CA 90016 666 Third Avenue 6th Floor, Suite 615",,,
AK,LLC,222 W Las Colinas Blvd Suite 2000,,,
AK,Meta Pyaments Inc.,"Menlo Park, CA 94025 1040 South Gaylord St",,,
AK,Monex Inc.,"Washington, DC 20005 BUSINESSES LISTING Business/Physical Address 56 Pine St. Ste. 600",,,
AK,Moneycorp US Inc.,"Providence, RI 02903-2819 1550 Utica Ave. S.",,,
AK,"Nium, Inc. Instarem","San Francisco, CA 94104 1375 N Scottsdale Rd Suite 400",,,
AK,NYDIG Execution LLC,"New York, NY 10017 One Vanderbilt Avenue 65th Floor",,,
AK,"Pangea USA, LLC","Chicago, IL 60604 12 Broad Street Suite 403",,,
AK,"Payoneer, Inc","New York, NY 10007 117 Barrow St",,,
AK,PingPong Global Solutions Inc.,"New York, NY 10010 7210 37th Avenue Unit C",,,
AK,"PNB Remittance Centers, Inc.","Glendale, CA 91204 101 Riverfront Boulevard Suite 300",,,
AK,RealPage Payments Services LLC,"Richardson, TX 75082-4305 401 Union St. Suite 1000",,,
AK,"S & W Payroll Services, L.L.C. Netchex","Covington, LA 70433 218 Route 17 North 4th Floor",,,
AK,"Skrill USA, Inc.","Jacksonville, FL 32256 2200 Post Oak Blvd Suite 2150",,,
AK,Inc.,333 SE 2nd Ave Suite 2100,,,
AK,TabaPay Payment Services LLC,"Palo Alto, CA 94306 1460 Broadway Suite 12021",,,
AK,"Tech Friends, Inc.","Jonesboro, AR 72401 BUSINESSES LISTING Business/Physical Address 2 Embarcadero Center 29th Floor – Suite",,,
AK,Thunes Financial Services LLC,"29-106 San Francisco, CA 94111 1051 E. Hillsdale Suite 600",,,
AK,"TouchPay Holdings, LLC htttp://www.connectnetwork.com","Dallas, TX 75220 10005 Technology Blvd W Suite 130",,,
AK,Uphold HQ Inc.,"Larkspur, CA 94939 49 Stevenson St. 13th Floor",,,
AK,Veem Payments Inc,"San Francisco, CA 94111 2100 Ponce De Leon Boulevard PH-2",,,
AK,Corporation,900 Metro Center Blvd. Mailstop 1Z,,,
AK,"Western Union Financial Services, Inc. Orlandi Valuta","Denver, CO 80237 7001 E Belleview Ave. MS: DTC 3",,,
AK,LLC,250 W 34th Street 3rd Floor,,,
AK,WorldRemit Corp. Zepz,"Boston, MA 02134 1355 Market St Suite 900",,,
