INST_TYPE,CERT,NAME,CITY,STALP,ZIP,ADDRESS,asset_band,asset_musd,n_signals,score,signals,NW_RATIO,NW_RATIO_pct,DELINQ,NCO,LOAN_TO_SHARE,ROA,ROA_pct,EXP_RATIO,MEMBERS,asset_growth_yoy
Credit Union,68061,Solarity,Yakima,WA,98907,Po Box 2922,$250M-$1B,803.5,4,25,excess_capital; funding_liquidity; weak_profitability; capital_building,17.604,0.968,0.444,1.599,109.208,0.009,0.032,7.848,45534,-0.013
Credit Union,24962,Virginia,Richmond,VA,23225-9010,P.O. Box 90010,$3B+,7373.5,3,25,weak_efficiency; weak_profitability; capital_building,10.755,0.509,1.049,1.459,83.482,0.751,0.13,7.955,480100,0.054
Credit Union,24524,Tinker,Oklahoma City,OK,73145,Po Box 45750,$3B+,6119.2,4,41,excess_capital; weak_efficiency; credit_turning; capital_building,14.723,0.941,0.625,1.928,69.12,1.64,0.432,7.247,488459,-0.009
Credit Union,66584,California Coast,San Diego,CA,92150-2080,P.O. Box 502080,$3B+,3476.1,3,25,excess_capital; weak_efficiency; capital_building,13.915,0.893,0.261,0.361,78.226,2.325,0.71,7.516,211695,0.036
Credit Union,13242,Chartway,Virginia Beach,VA,23462-1752,5700 Cleveland St,$3B+,3228.5,3,36,weak_efficiency; weak_profitability; credit_turning,8.373,0.059,1.154,1.679,94.716,0.813,0.136,7.52,257809,0.029
Credit Union,1022,South Carolina,North Charlesto,SC,29419-9012,Po Box 190012,$1B-$3B,2586.1,4,41,excess_capital; weak_efficiency; credit_turning; capital_building,13.344,0.819,0.597,0.945,93.177,1.953,0.71,10.15,157780,0.029
Credit Union,24410,SRP,North Augusta,SC,29861,Po Box 6730,$1B-$3B,2087.2,3,25,excess_capital; weak_efficiency; capital_building,13.791,0.861,0.739,1.695,81.923,2.675,0.877,8.872,203074,0.057
Credit Union,60522,Michigan First,Lathrup Village,MI,48076,27000 Evergreen Road,$1B-$3B,1489.8,4,41,excess_capital; weak_efficiency; credit_turning; capital_building,15.798,0.932,1.143,1.894,97.424,1.176,0.326,13.727,160186,-0.017
Credit Union,2441,Amoco,Texas City,TX,77592,Po Box 889,$1B-$3B,1486.0,2,20,weak_efficiency; weak_profitability,9.202,0.142,0.933,1.43,93.162,0.714,0.148,8.431,96445,0.052
Credit Union,68716,Launch Credit Union,Merritt Island,FL,32952,300 S Plumosa St,$1B-$3B,1440.6,2,20,weak_efficiency; weak_profitability,9.321,0.152,0.953,0.982,96.688,0.577,0.106,8.849,87188,0.017
Credit Union,22458,Sharonview,Fort Mill,SC,29716,Po Box 2070,$1B-$3B,1328.2,3,36,weak_efficiency; weak_profitability; credit_turning,7.632,0.01,1.184,1.551,80.276,-0.467,0.01,8.173,81582,-0.015
Credit Union,67804,Vantage,Saint Charles,MO,63304-5616,19 Research Park Ct,$1B-$3B,1163.9,3,36,weak_efficiency; weak_profitability; credit_turning,7.827,0.019,0.587,1.423,80.285,0.692,0.145,10.072,68026,0.042
Credit Union,361,Spero Financial,Greenville,SC,29603,Po Box 10708,$250M-$1B,701.5,2,20,weak_efficiency; weak_profitability,8.296,0.093,0.944,1.588,94.197,0.233,0.061,8.608,45560,0.002
Credit Union,5536,Navy Federal Credit Union,Vienna,VA,22180,820 Follin Lane,$3B+,204364.3,2,34,credit_deterioration; credit_turning,11.648,0.675,1.575,4.705,84.405,2.764,0.828,6.649,15517448,0.066
Credit Union,66310,State Employees',Raleigh,NC,27603,119 N Salisbury St,$3B+,59971.3,3,39,credit_deterioration; credit_turning; capital_building,10.123,0.355,2.38,1.323,72.299,1.443,0.325,4.213,2998339,0.067
Credit Union,227,Pentagon,Mclean,VA,22102,7940 Jones Branch Dr,$3B+,29196.1,1,18,credit_deterioration,10.721,0.497,1.071,2.606,87.814,1.973,0.574,5.188,2751004,-0.027
Credit Union,24692,Mountain America,Sandy,UT,84091,P.O. Box 2331,$3B+,22854.4,2,34,credit_deterioration; credit_turning,9.547,0.237,1.303,2.409,92.419,1.746,0.485,6.778,1458467,0.061
Credit Union,4735,Fourleaf,Bethpage,NY,11714,899 So. Oyster Bay Road,$3B+,14423.9,2,34,credit_deterioration; credit_turning,8.994,0.13,2.228,1.117,87.875,1.154,0.237,4.691,527355,0.039
Credit Union,5913,Global,Anchorage,AK,99519-6613,Po Box 196613,$3B+,13003.6,3,50,credit_deterioration; growth_accelerating; credit_turning,9.699,0.254,1.425,1.155,93.332,0.955,0.178,6.625,808644,-0.004
Credit Union,60793,Redwood,Santa Rosa,CA,95406,Po Box 6104,$3B+,10704.2,2,23,rapid_growth; capital_building,12.414,0.787,0.722,1.463,91.374,2.671,0.805,4.595,423257,0.126
Credit Union,66751,Landmark,Brookfield,WI,53005-4220,555 S Executive Dr,$3B+,7905.1,1,18,rapid_growth,10.669,0.479,0.417,0.471,99.226,2.296,0.669,5.05,407868,0.108
Credit Union,66492,University Of Wisconsin,Madison,WI,53744,Po Box 44963,$3B+,6716.1,2,34,rapid_growth; growth_accelerating,9.21,0.166,0.476,1.195,81.135,2.213,0.627,6.59,396812,0.105
Credit Union,24921,Service,Portsmouth,NH,03801,3003 Lafayette Rd,$3B+,6700.6,3,39,credit_deterioration; credit_turning; capital_building,11.893,0.722,2.603,1.56,94.851,1.882,0.533,6.641,388968,0.091
Credit Union,68203,Spokane Teachers,Liberty Lake,WA,99019,1620 N Signal Dr,$3B+,6381.0,2,34,credit_deterioration; credit_turning,10.381,0.414,1.393,1.281,96.554,1.335,0.278,6.137,313593,0.007
Credit Union,1261,Langley,Newport News,VA,23606,721 Lakefront Cmns,$3B+,5624.5,2,34,credit_deterioration; credit_turning,9.247,0.172,1.321,2.207,95.079,1.526,0.373,5.62,408716,0.008
Credit Union,24362,Affinity Plus,Saint Paul,MN,55107-1420,175 W Lafayette Frontage Rd,$3B+,5045.9,2,34,rapid_growth; growth_accelerating,8.784,0.107,0.569,1.366,88.816,2.36,0.746,6.157,303111,0.123
Credit Union,2760,Jovia Financial,Westbury,NY,11590,1000 Corporate Dr,$3B+,4563.4,1,18,credit_deterioration,9.789,0.278,1.277,1.204,88.748,1.485,0.355,4.694,235404,0.007
Credit Union,66848,Covantage,Antigo,WI,54409,Po Box 107,$3B+,4206.5,3,50,credit_deterioration; growth_accelerating; credit_turning,9.768,0.266,1.278,0.456,97.572,2.373,0.751,4.459,186054,0.097
Credit Union,61503,Advia,Kalamazoo,MI,49009-9272,6400 W Main St,$3B+,4061.4,1,18,rapid_growth,9.733,0.26,0.699,0.918,97.191,2.2,0.621,5.592,189402,0.101
Credit Union,68391,Campus USA,Gainesville,FL,32614,Po Box 147029,$3B+,4043.8,2,34,rapid_growth; growth_accelerating,12.25,0.757,0.376,0.76,98.292,2.522,0.775,4.609,164703,0.107
Credit Union,17642,All IN,Daleville,AL,36322,Po Drawer 8,$3B+,3734.7,2,34,credit_deterioration; credit_turning,10.108,0.343,1.758,3.006,88.024,2.313,0.692,5.493,214129,0.045
Credit Union,68558,Vantage West,Tucson,AZ,85712-5735,2480 N. Arcadia Ave,$3B+,3336.3,2,34,credit_deterioration; credit_turning,10.323,0.396,0.842,2.967,89.416,1.552,0.402,6.837,217416,0.04
Credit Union,68433,Americu,Rome,NY,13440,1916 Black River Blvd,$3B+,3026.9,3,39,credit_deterioration; credit_turning; capital_building,9.563,0.243,1.885,1.893,96.765,1.372,0.29,6.389,210014,0.073
Credit Union,24970,Commonwealth,Frankfort,KY,40602-0978,Po Box 978,$1B-$3B,2917.9,1,18,rapid_growth,11.263,0.571,0.874,1.873,84.075,3.095,0.932,5.6,149646,0.109
Credit Union,1644,Corning,Corning,NY,14830-1050,Po Box 1450,$1B-$3B,2772.9,2,23,rapid_growth; capital_building,10.855,0.5,0.452,0.971,95.776,1.656,0.571,6.267,169336,0.103
Credit Union,9260,L & N,Louisville,KY,40229-1578,9115 Smyrna Pkwy,$1B-$3B,2647.9,1,18,rapid_growth,10.553,0.426,0.264,0.117,91.7,2.215,0.781,4.886,122957,0.1
Credit Union,24854,"Credit Union Of Colorado, A",Denver,CO,80217-5906,Po Box 5906,$1B-$3B,2632.6,2,34,credit_deterioration; credit_turning,10.44,0.394,0.735,2.086,77.165,1.057,0.258,7.362,171255,0.032
Credit Union,60806,Texans,Richardson,TX,75085-3912,Po Box 853912,$1B-$3B,2576.7,4,55,rapid_growth; growth_accelerating; credit_turning; capital_building,11.069,0.545,0.688,0.984,79.583,1.68,0.574,5.617,150417,0.103
Credit Union,60484,Associated Credit Union,Norcross,GA,30092-3107,6251 Crooked Creek Road,$1B-$3B,2547.8,3,39,rapid_growth; growth_accelerating; capital_building,13.025,0.787,0.303,1.086,84.868,1.432,0.448,7.278,172237,0.111
Credit Union,9589,Barksdale,Barksdale Afb,LA,71110-0009,Po Box 9,$1B-$3B,2461.8,2,34,credit_deterioration; credit_turning,8.964,0.1,1.914,2.346,61.88,1.236,0.355,7.062,160877,0.044
Credit Union,3454,Communication,Oklahoma City,OK,73116-1682,"4141 Nw Expressway, Suite 200",$1B-$3B,2384.4,3,50,credit_deterioration; growth_accelerating; credit_turning,11.831,0.652,1.239,3.133,77.49,2.057,0.735,4.715,134555,0.094
Credit Union,60337,I. H. Mississippi Valley,Moline,IL,61266,P.O. Box 1010,$1B-$3B,2296.3,2,34,credit_deterioration; credit_turning,9.086,0.119,0.856,2.089,93.471,2.228,0.784,6.996,149553,0.026
Credit Union,68434,Texas Trust,Mansfield,TX,76063,Po Box 2260,$1B-$3B,2112.7,2,34,credit_deterioration; credit_turning,10.549,0.423,0.945,2.222,91.134,1.201,0.339,6.241,136360,0.042
Credit Union,68577,Indiana University,Bloomington,IN,47402,Po Box 368,$1B-$3B,2092.3,3,50,rapid_growth; growth_accelerating; credit_turning,11.803,0.648,0.674,0.229,88.514,2.125,0.758,4.444,72046,0.104
Credit Union,9988,Safe,Sumter,SC,29151,P. O. Box 2008,$1B-$3B,1966.1,2,34,credit_deterioration; credit_turning,10.973,0.523,0.632,2.48,79.124,2.535,0.861,6.514,140414,0.043
Credit Union,66370,Scott,Edwardsville,IL,62025,101 Credit Union Way,$1B-$3B,1852.1,2,34,credit_deterioration; credit_turning,10.139,0.332,0.539,1.942,77.677,2.272,0.8,7.344,131312,0.027
Credit Union,23020,Publix Employees,Lakeland,FL,33802-1000,P.O. Box 1000,$1B-$3B,1800.2,2,34,rapid_growth; growth_accelerating,11.294,0.577,0.478,1.194,68.903,1.855,0.671,6.505,125683,0.116
Credit Union,7316,Pima,Tucson,AZ,85704-4223,6850 N Oracle Rd,$1B-$3B,1703.6,2,34,rapid_growth; growth_accelerating,9.404,0.171,0.561,0.843,78.327,2.386,0.823,5.081,75440,0.111
Credit Union,68646,Financial Plus,Flint,MI,48507-3263,G3381 Van Slyke Rd,$1B-$3B,1670.0,2,34,rapid_growth; growth_accelerating,11.706,0.635,0.484,1.347,89.563,1.795,0.635,7.283,81851,0.103
Credit Union,10174,Firstlight,El Paso,TX,79924,9983 Kenworthy St,$1B-$3B,1634.8,1,18,credit_deterioration,10.331,0.371,0.477,2.96,92.806,1.837,0.661,7.892,97419,0.028
Credit Union,24552,Noble,Fresno,CA,93720-1669,7 E River Park Pl E Ste 110,$1B-$3B,1506.7,3,50,rapid_growth; growth_accelerating; credit_turning,9.781,0.239,0.816,1.471,72.363,1.637,0.558,6.966,119198,0.122
Credit Union,64759,Del Norte,Los Alamos,NM,87544,Po Box 1180,$1B-$3B,1505.2,1,18,credit_deterioration,9.425,0.177,0.453,1.996,75.541,1.555,0.503,6.044,68538,0.081
Credit Union,68053,Sierra Central,Yuba City,CA,95993,1351 Harter Parkway,$1B-$3B,1504.3,1,18,credit_deterioration,10.005,0.3,0.552,2.007,74.511,1.414,0.435,5.879,86319,0.022
Credit Union,28,Centris,Omaha,NE,68144,13120 Pierce St,$1B-$3B,1492.1,2,34,credit_deterioration; credit_turning,9.353,0.158,1.529,2.819,95.873,1.457,0.458,7.795,130231,0.058
Credit Union,68458,Ventura County,Ventura,CA,93001,"2575 Vista Del Mar Dr, Suite 100",$1B-$3B,1473.2,3,39,credit_deterioration; credit_turning; capital_building,10.137,0.329,3.174,0.881,78.19,2.418,0.832,6.298,79535,0.022
Credit Union,12765,First Commonwealth,Lehigh Valley,PA,18002,Po Box 20450,$1B-$3B,1468.4,2,34,credit_deterioration; credit_turning,10.019,0.306,1.527,1.233,86.099,1.369,0.41,7.684,98474,0.036
Credit Union,68694,Gulf Winds,Pensacola,FL,32534-3145,220 E Nine Mile Rd,$1B-$3B,1362.7,1,18,rapid_growth,9.895,0.281,0.436,1.751,79.626,1.817,0.652,7.144,74541,0.125
Credit Union,8797,Wright Patman Congressional,Washington,DC,20026-3267,P O Box 23267,$1B-$3B,1290.1,3,39,credit_deterioration; credit_turning; capital_building,11.041,0.532,1.62,0.359,70.293,1.6,0.532,6.462,52232,0.022
Credit Union,65513,State Employees,Santa Fe,NM,87505,1611 Calle Lorca,$1B-$3B,1288.3,2,34,credit_deterioration; credit_turning,11.382,0.597,4.465,2.093,83.419,1.828,0.658,6.569,56434,-0.011
Credit Union,6011,Sidney,Sidney,NY,13838,42 Union St,$1B-$3B,1274.4,2,34,rapid_growth; growth_accelerating,10.501,0.41,0.849,1.138,90.062,2.456,0.852,6.811,75995,0.129
Credit Union,68301,First Commerce,Tallahassee,FL,32314,Po Box 6416,$1B-$3B,1237.8,1,18,rapid_growth,10.131,0.326,0.504,0.815,92.699,1.357,0.4,7.095,74967,0.103
Credit Union,68672,Crane,Odon,IN,47562,One West Gate Drive,$1B-$3B,1214.9,4,55,credit_deterioration; growth_accelerating; credit_turning; capital_building,12.782,0.748,1.689,0.529,82.779,2.858,0.916,5.574,68095,0.096
Credit Union,60216,Members Cooperative,Duluth,MN,55807,215 N 40Th Ave W,$1B-$3B,1163.6,2,34,credit_deterioration; credit_turning,10.798,0.481,1.485,0.773,97.836,2.113,0.752,7.07,60378,0.008
Credit Union,24405,Vermont,So Burlington,VT,05407-2147,Po Box 2147,$1B-$3B,1140.2,2,23,rapid_growth; capital_building,10.81,0.484,0.469,0.536,89.007,1.763,0.619,7.458,63532,0.127
Credit Union,67681,Neighborhood,Dallas,TX,75380-3476,Po Box 803476,$1B-$3B,1124.2,2,34,credit_deterioration; credit_turning,10.757,0.465,1.541,2.267,77.508,1.31,0.384,7.498,67059,-0.002
Credit Union,24986,Valley First,Modesto,CA,95353,Po Box 1411,$1B-$3B,1107.6,1,18,credit_deterioration,9.809,0.245,0.707,2.144,89.742,1.146,0.303,6.982,80982,
Credit Union,12977,Marine,Jacksonville,NC,28541-1551,P.O. Box 1551,$1B-$3B,1102.8,3,39,credit_deterioration; credit_turning; capital_building,10.424,0.39,1.357,3.641,87.013,1.151,0.306,7.24,76859,0.067
Credit Union,12199,Kirtland,Albuquerque,NM,87108,6440 Gibson Blvd Se,$1B-$3B,1101.0,2,34,credit_deterioration; credit_turning,12.397,0.71,0.794,1.947,75.294,1.087,0.268,6.238,50805,0.015
Credit Union,1829,HFS,Hilo,HI,96720-3828,632 Kinoole St,$1B-$3B,1098.6,2,34,credit_deterioration; credit_turning,9.322,0.155,1.408,1.222,48.796,1.924,0.694,5.019,56409,0.094
Credit Union,66353,Brazos Valley Schools,Katy,TX,77494,25525 Katy Mills Pkwy,$1B-$3B,1047.4,3,39,credit_deterioration; credit_turning; capital_building,10.63,0.452,1.324,2.079,46.6,2.2,0.774,6.075,64531,0.057
Credit Union,5924,Matanuska Valley,Palmer,AK,99645-6924,1020 S Bailey St,$250M-$1B,977.3,2,34,credit_deterioration; credit_turning,10.627,0.521,0.949,1.943,64.66,1.625,0.55,6.882,65721,0.0
Credit Union,61708,Arbor Financial,Kalamazoo,MI,49009-9404,1551 S 9Th St,$250M-$1B,899.0,3,39,credit_deterioration; credit_turning; capital_building,10.609,0.511,1.811,0.373,88.924,1.657,0.561,7.871,47138,-0.004
Credit Union,22157,Southwest Airlines,Dallas,TX,75235,Po Box 35708,$250M-$1B,860.9,3,39,credit_deterioration; credit_turning; capital_building,11.49,0.625,0.587,1.793,78.079,0.992,0.3,5.847,59070,0.044
Credit Union,14565,Maine Savings,Hampden,ME,04444,Po Box 347,$250M-$1B,858.1,2,34,credit_deterioration; credit_turning,7.909,0.057,1.686,0.946,84.765,1.297,0.439,8.137,43279,0.051
Credit Union,20194,Mid Minnesota,Baxter,MN,56425-8554,13283 Isle Dr,$250M-$1B,858.0,2,34,rapid_growth; growth_accelerating,9.295,0.246,0.433,0.486,92.283,2.304,0.786,8.45,68450,0.102
Credit Union,61823,Azura,Topeka,KS,66601-1128,Po Box 1128,$250M-$1B,851.9,2,34,credit_deterioration; credit_turning,10.28,0.457,0.746,2.113,76.893,1.105,0.364,8.437,59412,0.03
Credit Union,68505,Intouch,Plano,TX,75025-0169,Po Box 250169,$250M-$1B,837.4,2,34,credit_deterioration; credit_turning,8.91,0.179,1.376,1.227,88.882,1.949,0.654,7.806,71872,0.033
Credit Union,68062,America's Christian,Glendora,CA,91740-0808,Po Box 5100,$250M-$1B,819.8,3,50,rapid_growth; growth_accelerating; credit_turning,8.704,0.15,0.578,0.764,88.732,0.938,0.286,5.826,155301,0.116
Credit Union,11836,Bayer Heritage,New Martinsvill,WV,26155,788 N State Route 2,$250M-$1B,800.7,2,34,credit_deterioration; credit_turning,9.9,0.382,1.684,1.198,88.142,1.627,0.554,6.777,45056,0.035
Credit Union,7345,Caribe,San Juan,PR,00918-2404,195 Calle Oneill,$250M-$1B,799.9,1,18,credit_deterioration,12.039,0.711,0.49,2.882,88.082,7.076,1.0,4.534,64987,0.06
Credit Union,12443,Dover,Dover,DE,19904-2411,1075 Silver Lake Blvd,$250M-$1B,731.9,2,34,credit_deterioration; credit_turning,7.626,0.039,0.913,1.97,81.062,0.675,0.2,8.434,42742,0.038
Credit Union,11723,Cornerstone Community,Lockport,NY,14095-0830,Po Box 830,$250M-$1B,730.2,2,34,credit_deterioration; credit_turning,7.615,0.036,2.036,0.238,75.595,1.17,0.389,8.131,44239,0.033
Credit Union,68732,Innovations Financial,Panama City,FL,32406,P. O. Box 15529,$250M-$1B,696.1,1,18,rapid_growth,9.097,0.2,0.139,0.614,86.647,1.691,0.582,7.078,28108,0.122
Credit Union,6665,Financial Resources,Branchburg,NJ,08876-3594,3040 Us Highway 22 Bldg 2,$250M-$1B,659.0,3,39,credit_deterioration; credit_turning; capital_building,8.861,0.161,3.347,1.099,88.188,0.556,0.157,7.258,30848,0.062
Credit Union,7091,Metro CU,Omaha,NE,68139,P.O. Box 390696,$250M-$1B,646.4,2,23,near_500m_audit; capital_building,12.761,0.782,0.246,0.268,84.814,2.3,0.779,7.221,45352,0.072
Credit Union,68038,Evergreen,Portland,ME,04104,Po Box 1038,$250M-$1B,644.5,2,34,near_500m_audit; credit_turning,7.86,0.054,1.051,0.438,82.937,1.469,0.493,8.057,33294,0.068
Credit Union,62903,Partner Colorado,Arvada,CO,80001,P.O. Box 1346,$250M-$1B,643.6,1,18,near_500m_audit,9.392,0.264,0.452,0.965,78.872,0.745,0.229,6.529,36206,0.072
Credit Union,68609,Our Community,Shelton,WA,98584,Po Box 1670,$250M-$1B,638.3,2,23,near_500m_audit; capital_building,12.666,0.768,0.482,1.402,40.729,2.324,0.8,6.466,31656,0.029
Credit Union,15222,Coast360,Maite,GU,96910,450 Route 8,$250M-$1B,633.0,1,18,near_500m_audit,12.124,0.725,0.805,0.898,78.889,1.521,0.507,6.503,49838,0.064
Credit Union,22931,G.p.o.,New Hartford,NY,13413,4311 Middle Settlement Rd,$250M-$1B,629.8,2,23,near_500m_audit; capital_building,11.703,0.668,0.387,0.687,59.595,2.214,0.732,7.107,43619,0.085
Credit Union,67252,Emblem,Gadsden,AL,35902,P O Box 1400,$250M-$1B,627.6,1,18,near_500m_audit,11.293,0.611,0.634,0.46,85.984,2.299,0.775,6.751,29813,0.089
Credit Union,62038,Embers,Marquette,MI,49855,601 S Mcclellan Ave,$250M-$1B,621.8,1,18,near_500m_audit,12.069,0.718,0.644,0.182,75.14,2.122,0.707,6.903,33458,0.093
Credit Union,2876,National Police,Chicago,IL,60607,1407 W. Washington,$250M-$1B,620.7,1,18,near_500m_audit,8.864,0.164,0.766,1.09,58.479,1.222,0.418,5.98,42634,0.061
Credit Union,68667,Southpoint Financial,Sleepy Eye,MN,56085-4380,924 Main St E,$250M-$1B,608.9,1,18,near_500m_audit,11.169,0.6,0.169,0.362,86.803,1.538,0.521,6.489,34823,0.042
Credit Union,63639,Minnco,Cambridge,MN,55008,2215 3Rd Ave Ne,$250M-$1B,604.7,2,34,near_500m_audit; credit_turning,9.947,0.389,0.438,1.002,68.019,1.818,0.618,6.202,37209,0.064
Credit Union,3439,Fairmont,Fairmont,WV,26555-2139,Po Box 2139,$250M-$1B,603.1,2,23,near_500m_audit; capital_building,9.706,0.325,0.691,0.087,70.44,1.72,0.593,6.436,45768,0.069
Credit Union,60279,Siu,Carbondale,IL,62902,P.O. Box 2888,$250M-$1B,591.3,3,39,near_500m_audit; growth_accelerating; capital_building,11.558,0.643,0.902,1.193,75.345,2.332,0.807,6.536,46485,0.091
Credit Union,68661,Members Heritage,Lexington,KY,40511-1829,440 Park Pl,$250M-$1B,590.8,2,23,near_500m_audit; capital_building,12.389,0.75,0.919,0.523,72.895,1.361,0.464,6.5,55277,0.056
Credit Union,11674,Firelands,Bellevue,OH,44811,Po Box 8005,$250M-$1B,579.9,1,18,near_500m_audit,9.617,0.3,0.824,1.24,67.559,2.293,0.768,7.54,36716,0.099
Credit Union,2440,First New York,Albany,NY,12205,2 Wall Street,$250M-$1B,574.0,1,18,near_500m_audit,8.874,0.171,0.478,0.492,81.475,1.02,0.311,8.009,39264,0.094
Credit Union,68409,Cabrillo,San Diego,CA,92123,3710 Ruffin Rd,$250M-$1B,573.5,2,23,near_500m_audit; capital_building,9.493,0.279,0.923,1.142,80.727,0.91,0.282,7.405,30303,0.09
Credit Union,60457,Dutch Point,Wethersfield,CT,06109-1240,195 Silas Deane Hwy,$250M-$1B,565.4,1,18,near_500m_audit,10.552,0.5,0.122,0.404,63.865,2.017,0.679,5.702,24544,0.061
Credit Union,68638,The Southern,Fayetteville,GA,30214,Po Box 1509,$250M-$1B,560.2,2,23,near_500m_audit; capital_building,11.597,0.654,0.103,0.305,42.02,0.859,0.257,7.196,29763,0.022
Credit Union,15209,Call,Glen Allen,VA,23060-5505,4235 Innslake Dr Ste 110,$250M-$1B,557.1,2,23,near_500m_audit; capital_building,10.467,0.486,0.596,0.246,54.629,0.563,0.164,7.641,27508,0.03
Credit Union,15882,Desco,Portsmouth,OH,45662,P.O. Box 1546,$250M-$1B,550.7,2,23,near_500m_audit; capital_building,11.767,0.675,0.515,0.243,66.801,1.967,0.657,6.709,25044,0.068
Credit Union,68474,First U.s. Community,Sacramento,CA,95825,580 University Ave,$250M-$1B,547.9,1,18,near_500m_audit,11.948,0.7,0.916,1.195,74.53,0.644,0.182,6.252,27231,0.008
Credit Union,66678,Simplicity,Marshfield,WI,54449-1543,222 E Upham St,$250M-$1B,546.7,2,34,near_500m_audit; credit_turning,9.816,0.354,1.221,0.538,93.197,1.432,0.479,7.831,29138,0.053
Credit Union,1961,Pearl Hawaii,Waipahu,HI,96797,94-449 Ukee St,$250M-$1B,545.1,1,18,near_500m_audit,10.186,0.429,0.424,1.079,52.169,2.675,0.854,4.937,31649,0.093
Credit Union,19085,Pittsford,Pittsford,NY,14534,Po Box 346,$250M-$1B,542.3,2,23,near_500m_audit; capital_building,11.915,0.693,0.554,0.02,74.711,1.544,0.525,4.421,20966,0.008
Credit Union,67874,Champions First,Tallahassee,FL,32318,Po Box 182499,$250M-$1B,540.7,1,18,near_500m_audit,10.545,0.496,1.266,0.954,87.584,1.249,0.429,6.936,33076,0.076
Credit Union,19510,Lebanon,Lebanon,PA,17042,120 S 16Th St,$250M-$1B,539.7,1,18,near_500m_audit,9.87,0.364,0.611,0.99,86.694,2.744,0.868,6.568,36466,0.054
Credit Union,15394,Peake,Towson,MD,21204,23 W Susquehanna Ave,$250M-$1B,534.2,1,18,near_500m_audit,8.64,0.132,0.18,0.348,67.799,1.283,0.432,5.32,28648,0.033
Credit Union,10794,The County,Presque Isle,ME,04769,110 Carmichael St,$250M-$1B,529.8,2,23,near_500m_audit; capital_building,10.73,0.536,0.585,0.288,83.763,1.004,0.304,6.839,33128,0.084
Credit Union,68623,Revity,Granite City,IL,62040-4179,3970 Maryville Road,$250M-$1B,526.5,2,34,near_500m_audit; growth_accelerating,10.4,0.471,0.427,0.473,74.218,2.606,0.839,7.118,37037,0.052
Credit Union,67270,Westerly Community,Wakefield,RI,02879-2283,4979 Tower Hill Road,$250M-$1B,519.9,1,18,near_500m_audit,9.336,0.257,0.213,0.152,93.859,1.501,0.504,6.091,21855,0.032
Credit Union,66424,PCM,Green Bay,WI,54324-0500,Po Box 28500,$250M-$1B,514.6,1,18,near_500m_audit,10.524,0.493,0.615,0.344,87.505,1.918,0.646,3.687,15690,0.057
Credit Union,19116,Greenville,Greenville,SC,29609,1501 Wade Hampton Blvd,$250M-$1B,512.3,2,23,near_500m_audit; capital_building,11.033,0.582,0.497,0.644,81.499,1.871,0.632,8.228,35628,0.06
Credit Union,65088,Holy Rosary,Rochester,NH,03866-2078,Po Box 2078,$250M-$1B,508.0,2,23,near_500m_audit; capital_building,9.308,0.254,0.477,0.318,70.889,2.08,0.696,6.433,25358,0.095
Credit Union,97109,River Valley,Miamisburg,OH,45342,505 Earl Blvd,$250M-$1B,502.3,2,23,near_500m_audit; capital_building,12.013,0.707,0.484,0.621,89.749,1.801,0.604,6.416,26924,0.014
Credit Union,68615,Rally,Corpus Christi,TX,78468-1349,Po Box 81349,$3B+,4779.5,3,20,excess_capital; funding_liquidity; capital_building,14.022,0.905,0.751,2.029,105.002,2.323,0.704,6.196,241597,0.036
Credit Union,62049,Michigan Schools And Government,Clinton Townshi,MI,48038,40400 Garfield Road,$3B+,4410.5,2,15,excess_capital; funding_liquidity,12.627,0.805,0.61,0.543,103.017,2.931,0.876,4.195,163462,0.077
Credit Union,857,Affinity,Basking Ridge,NJ,07920-3849,73 Mountainview Blvd,$3B+,4351.8,2,15,funding_liquidity; weak_profitability,8.137,0.041,0.926,0.797,102.573,0.417,0.065,6.75,248891,0.053
Credit Union,68574,General Electric,Cincinnati,OH,45241-2523,10485 Reading Rd,$3B+,4213.0,3,31,funding_liquidity; weak_profitability; credit_turning,8.519,0.071,0.703,1.052,100.447,0.694,0.107,4.095,324004,-0.019
Credit Union,24077,Altra,Onalaska,WI,54650,1700 Oak Forest Dr,$3B+,3141.4,2,15,excess_capital; funding_liquidity,12.68,0.817,0.459,0.998,109.844,3.315,0.947,6.032,160726,0.045
Credit Union,24923,Workers,Littleton,MA,01460-1274,119 Russell St,$1B-$3B,2489.5,3,31,funding_liquidity; weak_profitability; credit_turning,10.055,0.313,0.811,1.305,104.489,-0.413,0.013,6.557,119940,0.022
Credit Union,2285,Advancial,Dallas,TX,75231-2319,10000 N Central Expy Ste 1400,$1B-$3B,2393.8,3,31,funding_liquidity; weak_profitability; credit_turning,7.975,0.029,1.327,1.489,105.348,0.496,0.084,6.823,142749,0.007
Credit Union,68248,Forum,Indianapolis,IN,46250,P.O. Box 50738,$1B-$3B,2314.7,3,20,excess_capital; funding_liquidity; capital_building,13.265,0.806,0.313,0.927,100.231,2.425,0.839,6.981,166087,0.03
Credit Union,67535,Datcu,Denton,TX,76202,Po Box 827,$1B-$3B,1785.1,3,20,excess_capital; funding_liquidity; capital_building,17.194,0.961,0.135,1.374,105.479,3.137,0.942,5.483,113275,0.035
